"Municipio";"Populacao_residente"
"330414 QUEIMADOS";149093
"330415 QUISSAMA";23126
"330420 RESENDE";137612
"330430 RIO BONITO";59113
"330440 RIO CLARO";17950
"330450 RIO DAS FLORES";9264
"330452 RIO DAS OSTRAS";168099
"330455 RIO DE JANEIRO";6729894
"330460 SANTA MARIA MADALENA";10579
"330470 SANTO ANTONIO DE PADUA";43686
"330475 SAO FRANCISCO DE ITABAPOANA";47368
"330480 SAO FIDELIS";41197
"330490 SAO GONCALO";960652
"330500 SAO JOAO DA BARRA";38708
"330510 SAO JOAO DE MERITI";466536
"330513 SAO JOSE DE UBA";7315
"330515 SAO JOSE DO VALE DO RIO PRETO";22799
"330520 SAO PEDRO DA ALDEIA";110556
"330530 SAO SEBASTIAO DO ALTO";7999
"330540 SAPUCAIA";18289
"330550 SAQUAREMA";95201
"330555 SEROPEDICA";84737
"330560 SILVA JARDIM";22026
"330570 SUMIDOURO";15690
"330575 TANGUA";32858
"330580 TERESOPOLIS";176692
"330590 TRAJANO DE MORAES";10652
"330600 TRES RIOS";82300
"330610 VALENCA";71462
"330615 VARRE-SAI";10559
"330620 VASSOURAS";35904
"330630 VOLTA REDONDA";279898
"350010 ADAMANTINA";35642
"350020 ADOLFO";4478
"350030 AGUAI";32888
"350040 AGUAS DA PRATA";7470
"350050 AGUAS DE LINDOIA";18245
"350055 AGUAS DE SANTA BARBARA";7407
"350060 AGUAS DE SAO PEDRO";2829
"350070 AGUDOS";38879
"350075 ALAMBARI";6330
"350080 ALFREDO MARCONDES";4556
"350090 ALTAIR";3479
"350100 ALTINOPOLIS";17156
"350110 ALTO ALEGRE";3883
"350115 ALUMINIO";17591
"350120 ALVARES FLORENCE";3978
"350130 ALVARES MACHADO";28250
"350140 ALVARO DE CARVALHO";4896
"350150 ALVINLANDIA";2923
"350160 AMERICANA";246655
"350170 AMERICO BRASILIENSE";33757
"350180 AMERICO DE CAMPOS";5975
"350190 AMPARO";69717
"350200 ANALANDIA";4684
"350210 ANDRADINA";61473
"350220 ANGATUBA";24512
"350230 ANHEMBI";5766
"350240 ANHUMAS";4108
"350250 APARECIDA";33223
"350260 APARECIDA D'OESTE";4124
"350270 APIAI";24886
"350275 ARACARIGUAMA";22168
"350280 ARACATUBA";207775
"350290 ARACOIABA DA SERRA";33656
"350300 ARAMINA";5526
"350310 ARANDU";7050
"350315 ARAPEI";2355
"350320 ARARAQUARA";252318
"350330 ARARAS";135331
"350335 ARCO-IRIS";2085
"350340 AREALVA";8280
"350350 AREIAS";3625
"350360 AREIOPOLIS";10257
"350370 ARIRANHA";7653
"350380 ARTUR NOGUEIRA";53157
"350390 ARUJA";89943
"350395 ASPASIA";1873
"350400 ASSIS";104642
"350410 ATIBAIA";166043
"350420 AURIFLAMA";13873
"350430 AVAI";4519
"350440 AVANHANDAVA";11438
"350450 AVARE";96098
"350460 BADY BASSITT";28909
"350470 BALBINOS";3963
"350480 BALSAMO";9854
"350490 BANANAL";10109
"350500 BARAO DE ANTONINA";3618
"350510 BARBOSA";5659
"350520 BARIRI";32405
"350530 BARRA BONITA";35159
"350535 BARRA DO CHAPEU";5256
"350540 BARRA DO TURVO";6922
"350550 BARRETOS";126600
"350560 BARRINHA";33181
"350570 BARUERI";330339
"350580 BASTOS";21900
"350590 BATATAIS";59873
"350600 BAURU";391740
"350610 BEBEDOURO";78210
"350620 BENTO DE ABREU";2642
"350630 BERNARDINO DE CAMPOS";11852
"350635 BERTIOGA";66873
"350640 BILAC";7455
"350650 BIRIGUI";122988
"350660 BIRITIBA-MIRIM";30526
"350670 BOA ESPERANCA DO SUL";13135
"350680 BOCAINA";11467
"350690 BOFETE";10688
"350700 BOITUVA";63415
"350710 BOM JESUS DOS PERDOES";22501
"350715 BOM SUCESSO DE ITARARE";3610
"350720 BORA";928
"350730 BORACEIA";4823
"350740 BORBOREMA";14415
"350745 BOREBI";2787
"350750 BOTUCATU";150442
"350760 BRAGANCA PAULISTA";184634
"350770 BRAUNA";5466
"350775 BREJO ALEGRE";2605
"350780 BRODOWSKI";26167
"350790 BROTAS";24423
"350800 BURI";20674
"350810 BURITAMA";17597
"350820 BURITIZAL";4447
"350830 CABRALIA PAULISTA";4362
"350840 CABREUVA";48473
"350850 CACAPAVA";99678
"350860 CACHOEIRA PAULISTA";32482
"350870 CACONDE";17266
"350880 CAFELANDIA";16905
"350890 CAIABU";3745
"350900 CAIEIRAS";98257
"350910 CAIUA";5585
"350920 CAJAMAR";97363
"350925 CAJATI";29257
"350930 CAJOBI";9232
"350940 CAJURU";24217
"350945 CAMPINA DO MONTE ALEGRE";6077
"350950 CAMPINAS";1185977
"350960 CAMPO LIMPO PAULISTA";79663
"350970 CAMPOS DO JORDAO";47983
"350980 CAMPOS NOVOS PAULISTA";4991
"350990 CANANEIA";12489
"350995 CANAS";5049
"351000 CANDIDO MOTA";30172
"351010 CANDIDO RODRIGUES";2951
"351015 CANITAR";6524
"351020 CAPAO BONITO";47403
"351030 CAPELA DO ALTO";23597
"351040 CAPIVARI";51318
"351050 CARAGUATATUBA";141084
"351060 CARAPICUIBA";398462
"351070 CARDOSO";11491
"351080 CASA BRANCA";28786
"351090 CASSIA DOS COQUEIROS";2855
"351100 CASTILHO";20418
"351110 CATANDUVA";119172
"351120 CATIGUA";7105
"351130 CEDRAL";13160
"351140 CERQUEIRA CESAR";22076
"351150 CERQUILHO";46217
"351160 CESARIO LANGE";19588
"351170 CHARQUEADA";15798
"351190 CLEMENTINA";7087
"351200 COLINA";18842
"351210 COLOMBIA";6781
"351220 CONCHAL";29034
"351230 CONCHAS";15381
"351240 CORDEIROPOLIS";25130
"351250 COROADOS";5498
"351260 CORONEL MACEDO";4295
"351270 CORUMBATAI";4285
"351280 COSMOPOLIS";61204
"351290 COSMORAMA";8968
"351300 COTIA";287004
"351310 CRAVINHOS";34252
"351320 CRISTAIS PAULISTA";9543
"351330 CRUZALIA";2129
"351340 CRUZEIRO";76513
"351350 CUBATAO";115082
"351360 CUNHA";22456
"351370 DESCALVADO";32622
"351380 DIADEMA";404118
"351385 DIRCE REIS";1641
"351390 DIVINOLANDIA";11314
"351400 DOBRADA";8958
"351410 DOIS CORREGOS";24855
"351420 DOLCINOPOLIS";2250
"351430 DOURADO";8186
"351440 DRACENA";46664
"351450 DUARTINA";12529
"351460 DUMONT";9719
"351470 ECHAPORA";6295
"351480 ELDORADO";13162
"351490 ELIAS FAUSTO";18103
"351492 ELISIARIO";3189
"351495 EMBAUBA";2353
"351500 EMBU DAS ARTES";259323
"351510 EMBU-GUACU";68805
"351512 EMILIANOPOLIS";3062
"351515 ENGENHEIRO COELHO";20139
"351518 ESPIRITO SANTO DO PINHAL";40681
"351519 ESPIRITO SANTO DO TURVO";4217
"351520 ESTRELA D'OESTE";9655
"351530 ESTRELA DO NORTE";2749
"351535 EUCLIDES DA CUNHA PAULISTA";7928
"351540 FARTURA";16984
"351550 FERNANDOPOLIS";73286
"351560 FERNANDO PRESTES";6066
"351565 FERNAO";1689
"351570 FERRAZ DE VASCONCELOS";185622
"351580 FLORA RICA";1492
"351590 FLOREAL";2756
"351600 FLORIDA PAULISTA";13171
"351610 FLORINIA";3987
"351620 FRANCA";364331
"351630 FRANCISCO MORATO";171107
"351640 FRANCO DA ROCHA";149786
"351650 GABRIEL MONTEIRO";2811
"351660 GALIA";6435
"351670 GARCA";43115
"351680 GASTAO VIDIGAL";3235
"351685 GAVIAO PEIXOTO";4797
"351690 GENERAL SALGADO";10449
"351700 GETULINA";10355
"351710 GLICERIO";4173
"351720 GUAICARA";11459
"351730 GUAIMBE";5606
"351740 GUAIRA";40424
"351750 GUAPIACU";22316
"351760 GUAPIARA";17256
"351770 GUARA";18790
"351780 GUARACAI";7486
"351790 GUARACI";10542
"351800 GUARANI D'OESTE";1999
"351810 GUARANTA";6531
"351820 GUARARAPES";31872
"351830 GUARAREMA";32436
"351840 GUARATINGUETA";121710
"351850 GUAREI";15268
"351860 GUARIBA";38609
"351870 GUARUJA";294973
"351880 GUARULHOS";1345364
"351885 GUATAPARA";7462
"351890 GUZOLANDIA";4276
"351900 HERCULANDIA";9302
"351905 HOLAMBRA";15596
"351907 HORTOLANDIA";247331
"351910 IACANGA";10633
"351920 IACRI";6207
"351925 IARAS";8257
"351930 IBATE";33110
"351940 IBIRA";11934
"351950 IBIRAREMA";6461
"351960 IBITINGA";61908
"351970 IBIUNA";77651
"351980 ICEM";7969
"351990 IEPE";7739
"352000 IGARACU DO TIETE";23430
"352010 IGARAPAVA";26755
"352020 IGARATA";10904
"352030 IGUAPE";29881
"352040 ILHABELA";36329
"352042 ILHA COMPRIDA";13955
"352044 ILHA SOLTEIRA";26240
"352050 INDAIATUBA";267796
"352060 INDIANA";5191
"352070 INDIAPORA";4109
"352080 INUBIA PAULISTA";3671
"352090 IPAUSSU";13933
"352100 IPERO";37999
"352110 IPEUNA";6999
"352115 IPIGUA";7037
"352120 IPORANGA";4091
"352130 IPUA";14691
"352140 IRACEMAPOLIS";22435
"352150 IRAPUA";6946
"352160 IRAPURU";7145
"352170 ITABERA";18258
"352180 ITAI";25930
"352190 ITAJOBI";17420
"352200 ITAJU";3702
"352210 ITANHAEM";117435
"352215 ITAOCA";3490
"352220 ITAPECERICA DA SERRA";163928
"352230 ITAPETININGA";163774
"352240 ITAPEVA";92324
"352250 ITAPEVI";241924
"352260 ITAPIRA";73919
"352265 ITAPIRAPUA PAULISTA";4405
"352270 ITAPOLIS";40464
"352280 ITAPORANGA";14260
"352290 ITAPUI";13984
"352300 ITAPURA";4014
"352310 ITAQUAQUECETUBA";382521
"352320 ITARARE";45327
"352330 ITARIRI";15762
"352340 ITATIBA";126403
"352350 ITATINGA";19427
"352360 ITIRAPINA";16433
"352370 ITIRAPUA";5861
"352380 ITOBI";8210
"352390 ITU";174561
"352400 ITUPEVA";74119
"352410 ITUVERAVA";38451
"352420 JABORANDI";6293
"352430 JABOTICABAL";73467
"352440 JACAREI";249968
"352450 JACI";7878
"352460 JACUPIRANGA";16254
"352470 JAGUARIUNA";61801
"352480 JALES";50017
"352490 JAMBEIRO";6575
"352500 JANDIRA";121988
"352510 JARDINOPOLIS";46868
"352520 JARINU";39531
"352530 JAU";137323
"352540 JERIQUARA";3976
"352550 JOANOPOLIS";13095
"352560 JOAO RAMALHO";4456
"352570 JOSE BONIFACIO";37859
"352580 JULIO MESQUITA";4308
"352585 JUMIRIM";3123
"352590 JUNDIAI";460313
"352600 JUNQUEIROPOLIS";20878
"352610 JUQUIA";17255
"352620 JUQUITIBA";28007
"352630 LAGOINHA";5182
"352640 LARANJAL PAULISTA";27009
"352650 LAVINIA";9909
"352660 LAVRINHAS";7328
"352670 LEME";101316
"352680 LENCOIS PAULISTA";68395
"352690 LIMEIRA";300728
"352700 LINDOIA";7147
"352710 LINS";76729
"352720 LORENA";87370
"352725 LOURDES";1968
"352730 LOUVEIRA";54111
"352740 LUCELIA";20372
"352750 LUCIANOPOLIS";2419
"352760 LUIS ANTONIO";12531
"352770 LUIZIANIA";4751
"352780 LUPERCIO";4017
"352790 LUTECIA";2699
"352800 MACATUBA";17120
"352810 MACAUBAL";7587
"352820 MACEDONIA";4048
"352830 MAGDA";3212
"352840 MAIRINQUE";51660
"352850 MAIRIPORA";97399
"352860 MANDURI";10092
"352870 MARABA PAULISTA";4627
"352880 MARACAI";12826
"352885 MARAPOAMA";3392
"352890 MARIAPOLIS";3539
"352900 MARILIA";246627
"352910 MARINOPOLIS";1870
"352920 MARTINOPOLIS";25299
"352930 MATAO";80998
"352940 MAUA";429380
"352950 MENDONCA";6369
"352960 MERIDIANO";4697
"352965 MESOPOLIS";1988
"352970 MIGUELOPOLIS";19655
"352980 MINEIROS DO TIETE";11349
"352990 MIRACATU";18679
"353000 MIRA ESTRELA";3199
"353010 MIRANDOPOLIS";28737
"353020 MIRANTE DO PARANAPANEMA";16069
"353030 MIRASSOL";65485
"353040 MIRASSOLANDIA";4771
"353050 MOCOCA";69324
"353060 MOGI DAS CRUZES";468120
"353070 MOGI GUACU";159735
"353080 MOGI MIRIM";95534
"353090 MOMBUCA";3815
"353100 MONCOES";1954
"353110 MONGAGUA";64519
"353120 MONTE ALEGRE DO SUL";8873
"353130 MONTE ALTO";48725
"353140 MONTE APRAZIVEL";22650
"353150 MONTE AZUL PAULISTA";18363
"353160 MONTE CASTELO";4301
"353170 MONTEIRO LOBATO";4205
"353180 MONTE MOR";67296
"353190 MORRO AGUDO";28561
"353200 MORUNGABA";14081
"353205 MOTUCA";4079
"353210 MURUTINGA DO SUL";3763
"353215 NANTES";2699
"353220 NARANDIBA";5908
"353230 NATIVIDADE DA SERRA";7134
"353240 NAZARE PAULISTA";18620
"353250 NEVES PAULISTA";9921
"353260 NHANDEARA";9944
"353270 NIPOA";4860
"353280 NOVA ALIANCA";6858
"353282 NOVA CAMPINA";8631
"353284 NOVA CANAA PAULISTA";2058
"353286 NOVA CASTILHO";1074
"353290 NOVA EUROPA";9459
"353300 NOVA GRANADA";19725
"353310 NOVA GUATAPORANGA";2188
"353320 NOVA INDEPENDENCIA";4795
"353325 NOVAIS";4469
"353330 NOVA LUZITANIA";2838
"353340 NOVA ODESSA";64228
"353350 NOVO HORIZONTE";39435
"353360 NUPORANGA";7550
"353370 OCAUCU";4412
"353380 OLEO";2540
"353390 OLIMPIA";56701
"353400 ONDA VERDE";4912
"353410 ORIENTE";6180
"353420 ORINDIUVA";6145
"353430 ORLANDIA";39193
"353440 OSASCO";756952
"353450 OSCAR BRESSANE";2504
"353460 OSVALDO CRUZ";32099
"353470 OURINHOS";106877
"353475 OUROESTE";10596
"353480 OURO VERDE";7901
"353490 PACAEMBU";15217
"353500 PALESTINA";11689
"353510 PALMARES PAULISTA";9709
"353520 PALMEIRA D'OESTE";8994
"353530 PALMITAL";19767
"353540 PANORAMA";15214
"353550 PARAGUACU PAULISTA";42087
"353560 PARAIBUNA";17950
"353570 PARAISO";6211
"353580 PARANAPANEMA";19799
"353590 PARANAPUA";4111
"353600 PARAPUA";10729
"353610 PARDINHO";7382
"353620 PARIQUERA-ACU";19576
"353625 PARISI";3001
"353630 PATROCINIO PAULISTA";14837
"353640 PAULICEIA";8200
"353650 PAULINIA";115690
"353657 PAULISTANIA";2146
"353660 PAULO DE FARIA";7430
"353670 PEDERNEIRAS";46223
"353680 PEDRA BELA";6718
"353690 PEDRANOPOLIS";2848
"353700 PEDREGULHO";15742
"353710 PEDREIRA";44332
"353715 PEDRINHAS PAULISTA";2838
"353720 PEDRO DE TOLEDO";11539
"353730 PENAPOLIS";63317
"353740 PEREIRA BARRETO";24389
"353750 PEREIRAS";8969
"353760 PERUIBE";70543
"353770 PIACATU";5623
"353780 PIEDADE";54237
"353790 PILAR DO SUL";28417
"353800 PINDAMONHANGABA";172027
"353810 PINDORAMA";14721
"353820 PINHALZINHO";15605
"353830 PIQUEROBI";3296
"353850 PIQUETE";12570
"353860 PIRACAIA";26764
"353870 PIRACICABA";438827
"353880 PIRAJU";30261
"353890 PIRAJUI";22743
"353900 PIRANGI";11076
"353910 PIRAPORA DO BOM JESUS";18836
"353920 PIRAPOZINHO";26065
"353930 PIRASSUNUNGA";75475
"353940 PIRATININGA";15554
"353950 PITANGUEIRAS";34416
"353960 PLANALTO";4454
"353970 PLATINA";3061
"353980 POA";106431
"353990 POLONI";5696
"354000 POMPEIA";20512
"354010 PONGAI";3443
"354020 PONTAL";38376
"354025 PONTALINDA";4196
"354030 PONTES GESTAL";2415
"354040 POPULINA";4185
"354050 PORANGABA";10773
"354060 PORTO FELIZ";58345
"354070 PORTO FERREIRA";53940
"354075 POTIM";20767
"354080 POTIRENDABA";18994
"354085 PRACINHA";2599
"354090 PRADOPOLIS";17309
"354100 PRAIA GRANDE";365577
"354105 PRATANIA";5246
"354110 PRESIDENTE ALVES";3841
"354120 PRESIDENTE BERNARDES";14772
"354130 PRESIDENTE EPITACIO";40383
"354140 PRESIDENTE PRUDENTE";234083
"354150 PRESIDENTE VENCESLAU";35902
"354160 PROMISSAO";35991
"354165 QUADRA";3472
"354170 QUATA";13399
"354180 QUEIROZ";3351
"354190 QUELUZ";9146
"354200 QUINTANA";7225
"354210 RAFARD";9133
"354220 RANCHARIA";29305
"354230 REDENCAO DA SERRA";4611
"354240 REGENTE FEIJO";20565
"354250 REGINOPOLIS";7808
"354260 REGISTRO";61732
"354270 RESTINGA";6492
"354280 RIBEIRA";3166
"354290 RIBEIRAO BONITO";11079
"354300 RIBEIRAO BRANCO";18930
"354310 RIBEIRAO CORRENTE";4706
"354320 RIBEIRAO DO SUL";4768
"354323 RIBEIRAO DOS INDIOS";2045
"354325 RIBEIRAO GRANDE";7570
"354330 RIBEIRAO PIRES";118877
"354340 RIBEIRAO PRETO";728400
"354350 RIVERSUL";5647
"354360 RIFAINA";4158
"354370 RINCAO";9145
"354380 RINOPOLIS";9357
"354390 RIO CLARO";208857
"354400 RIO DAS PEDRAS";32267
"354410 RIO GRANDE DA SERRA";45317
"354420 RIOLANDIA";10453
"354425 ROSANA";17533
"354430 ROSEIRA";11095
"354440 RUBIACEA";2741
"354450 RUBINEIA";3965
"354460 SABINO";5185
"354470 SAGRES";2519
"354480 SALES";6612
"354490 SALES OLIVEIRA";11654
"354500 SALESOPOLIS";15396
"354510 SALMOURAO";4883
"354515 SALTINHO";8371
"354520 SALTO";140125
"354530 SALTO DE PIRAPORA";45138
"354540 SALTO GRANDE";9212
"354550 SANDOVALINA";3699
"354560 SANTA ADELIA";14203
"354570 SANTA ALBERTINA";6543
"354580 SANTA BARBARA D'OESTE";189338
"354600 SANTA BRANCA";14212
"354610 SANTA CLARA D'OESTE";2677
"354620 SANTA CRUZ DA CONCEICAO";4365
"354625 SANTA CRUZ DA ESPERANCA";2162
"354630 SANTA CRUZ DAS PALMEIRAS";29525
"354640 SANTA CRUZ DO RIO PARDO";47677
"354650 SANTA ERNESTINA";6256
"354660 SANTA FE DO SUL";36098
"354670 SANTA GERTRUDES";24107
"354680 SANTA ISABEL";54586
"354690 SANTA LUCIA";7181
"354700 SANTA MARIA DA SERRA";5314
"354710 SANTA MERCEDES";3012
"354720 SANTANA DA PONTE PENSA";1698
"354730 SANTANA DE PARNAIBA";162341
"354740 SANTA RITA D'OESTE";2790
"354750 SANTA RITA DO PASSA QUATRO";25060
"354760 SANTA ROSA DE VITERBO";23725
"354765 SANTA SALETE";1686
"354770 SANTO ANASTACIO";18045
"354780 SANTO ANDRE";778711
"354790 SANTO ANTONIO DA ALEGRIA";6917
"354800 SANTO ANTONIO DE POSSE";23779
"354805 SANTO ANTONIO DO ARACANGUA";8568
"354810 SANTO ANTONIO DO JARDIM";6237
"354820 SANTO ANTONIO DO PINHAL";7294
"354830 SANTO EXPEDITO";3063
"354840 SANTOPOLIS DO AGUAPEI";3933
"354850 SANTOS";429567
"354860 SAO BENTO DO SAPUCAI";11948
"354870 SAO BERNARDO DO CAMPO";840499
"354880 SAO CAETANO DO SUL";172109
"354890 SAO CARLOS";265294
"354900 SAO FRANCISCO";2629
"354910 SAO JOAO DA BOA VISTA";95762
"354920 SAO JOAO DAS DUAS PONTES";2622
"354925 SAO JOAO DE IRACEMA";1880
"354930 SAO JOAO DO PAU D'ALHO";2288
"354940 SAO JOAQUIM DA BARRA";49815
"354950 SAO JOSE DA BELA VISTA";7690
"354960 SAO JOSE DO BARREIRO";3898
"354970 SAO JOSE DO RIO PARDO";53416
"354980 SAO JOSE DO RIO PRETO";501597
"354990 SAO JOSE DOS CAMPOS";724756
"354995 SAO LOURENCO DA SERRA";16458
"355000 SAO LUIS DO PARAITINGA";10497
"355010 SAO MANUEL";38166
"355020 SAO MIGUEL ARCANJO";32904
"355030 SAO PAULO";11895578
"355040 SAO PEDRO";39725
"355050 SAO PEDRO DO TURVO";7333
"355060 SAO ROQUE";81342
"355070 SAO SEBASTIAO";84019
"355080 SAO SEBASTIAO DA GRAMA";10484
"355090 SAO SIMAO";13590
"355100 SAO VICENTE";338407
"355110 SARAPUI";10632
"355120 SARUTAIA";3769
"355130 SEBASTIANOPOLIS DO SUL";3187
"355140 SERRA AZUL";13058
"355150 SERRANA";45408
"355160 SERRA NEGRA";30920
"355170 SERTAOZINHO";131600
"355180 SETE BARRAS";12912
"355190 SEVERINIA";14724
"355200 SILVEIRAS";6313
"355210 SOCORRO";41405
"355220 SOROCABA";757459
"355230 SUD MENNUCCI";7466
"355240 SUMARE";289787
"355250 SUZANO";318765
"355255 SUZANAPOLIS";3464
"355260 TABAPUA";11499
"355270 TABATINGA";14994
"355280 TABOAO DA SERRA";284274
"355290 TACIBA";6399
"355300 TAGUAI";13006
"355310 TAIACU";5751
"355320 TAIUVA";6733
"355330 TAMBAU";21682
"355340 TANABI";26021
"355350 TAPIRAI";8122
"355360 TAPIRATIBA";11936
"355365 TAQUARAL";2652
"355370 TAQUARITINGA";53322
"355380 TAQUARITUBA";24863
"355385 TAQUARIVAI";7112
"355390 TARABAI";6635
"355395 TARUMA";15248
"355400 TATUI";128560
"355410 TAUBATE";321298
"355420 TEJUPA";4142
"355430 TEODORO SAMPAIO";22559
"355440 TERRA ROXA";7985
"355450 TIETE";38690
"355460 TIMBURI";2490
"355465 TORRE DE PEDRA";2063
"355470 TORRINHA";9484
"355475 TRABIJU";1719
"355480 TREMEMBE";53083
"355490 TRES FRONTEIRAS";7013
"355495 TUIUTI";6947
"355500 TUPA";65416
"355510 TUPI PAULISTA";16206
"355520 TURIUBA";1839
"355530 TURMALINA";1672
"355535 UBARANA";5456
"355540 UBATUBA";96598
"355550 UBIRAJARA";5265
"355560 UCHOA";10627
"355570 UNIAO PAULISTA";1628
"355580 URANIA";8973
"355590 URU";1419
"355600 URUPES";14038
"355610 VALENTIM GENTIL";14531
"355620 VALINHOS";131277
"355630 VALPARAISO";24723
"355635 VARGEM";10805
"355640 VARGEM GRANDE DO SUL";41226
"355645 VARGEM GRANDE PAULISTA";52103
"355650 VARZEA PAULISTA";119576
"355660 VERA CRUZ";10294
"355670 VINHEDO";79235
"355680 VIRADOURO";17681
"355690 VISTA ALEGRE DO ALTO";8327
"355695 VITORIA BRASIL";1826
"355700 VOTORANTIM";132849
"355710 VOTUPORANGA";100159
"355715 ZACARIAS";2761
"355720 CHAVANTES";12411
"355730 ESTIVA GERBI";11566
"410010 ABATIA";7271
"410020 ADRIANOPOLIS";6327
"410030 AGUDOS DO SUL";10646
"410040 ALMIRANTE TAMANDARE";124788
"410045 ALTAMIRA DO PARANA";3543
"410050 ALTONIA";18750
"410060 ALTO PARANA";14138
"410070 ALTO PIQUIRI";9802
"410080 ALVORADA DO SUL";10478
"410090 AMAPORA";4736
"410100 AMPERE";20199
"410105 ANAHY";2965
"410110 ANDIRA";20044
"410115 ANGULO";3332
"410120 ANTONINA";18223
"410130 ANTONIO OLINTO";7071
"410140 APUCARANA";134306
"410150 ARAPONGAS";123863
"410160 ARAPOTI";26310
"410165 ARAPUA";3573
"410170 ARARUNA";14824
"410180 ARAUCARIA";160038
"410185 ARIRANHA DO IVAI";2351
"410190 ASSAI";13643
"410200 ASSIS CHATEAUBRIAND";38105
"410210 ASTORGA";26145
"410220 ATALAIA";4045
"410230 BALSA NOVA";13871
"410240 BANDEIRANTES";31807
"410250 BARBOSA FERRAZ";10692
"410260 BARRACAO";9900
"410270 BARRA DO JACARE";2866
"410275 BELA VISTA DA CAROBA";4100
"410280 BELA VISTA DO PARAISO";14998
"410290 BITURUNA";15689
"410300 BOA ESPERANCA";4622
"410302 BOA ESPERANCA DO IGUACU";2448
"410304 BOA VENTURA DE SAO ROQUE";6244
"410305 BOA VISTA DA APARECIDA";8034
"410310 BOCAIUVA DO SUL";13804
"410315 BOM JESUS DO SUL";4061
"410320 BOM SUCESSO";6677
"410322 BOM SUCESSO DO SUL";3234
"410330 BORRAZOPOLIS";7824
"410335 BRAGANEY";4802
"410337 BRASILANDIA DO SUL";3828
"410340 CAFEARA";2655
"410345 CAFELANDIA";19844
"410347 CAFEZAL DO SUL";4561
"410350 CALIFORNIA";8921
"410360 CAMBARA";23430
"410370 CAMBE";111009
"410380 CAMBIRA";9899
"410390 CAMPINA DA LAGOA";15979
"410395 CAMPINA DO SIMAO";3973
"410400 CAMPINA GRANDE DO SUL";49971
"410405 CAMPO BONITO";4032
"410410 CAMPO DO TENENTE";7666
"410420 CAMPO LARGO";142695
"410425 CAMPO MAGRO";31555
"410430 CAMPO MOURAO";103340
"410440 CANDIDO DE ABREU";15255
"410442 CANDOI";15174
"410445 CANTAGALO";10799
"410450 CAPANEMA";21022
"410460 CAPITAO LEONIDAS MARQUES";14796
"410465 CARAMBEI";24159
"410470 CARLOPOLIS";17567
"410480 CASCAVEL";364104
"410490 CASTRO";75291
"410500 CATANDUVAS";10627
"410510 CENTENARIO DO SUL";10936
"410520 CERRO AZUL";16240
"410530 CEU AZUL";11251
"410540 CHOPINZINHO";21559
"410550 CIANORTE";82359
"410560 CIDADE GAUCHA";11684
"410570 CLEVELANDIA";14975
"410580 COLOMBO";240720
"410590 COLORADO";23278
"410600 CONGONHINHAS";8442
"410610 CONSELHEIRO MAIRINCK";3486
"410620 CONTENDA";19827
"410630 CORBELIA";17862
"410640 CORNELIO PROCOPIO";45830
"410645 CORONEL DOMINGOS SOARES";5516
"410650 CORONEL VIVIDA";23859
"410655 CORUMBATAI DO SUL";3780
"410657 CRUZEIRO DO IGUACU";4171
"410660 CRUZEIRO DO OESTE";24622
"410670 CRUZEIRO DO SUL";4547
"410680 CRUZ MACHADO";15910
"410685 CRUZMALTINA";2896
"410690 CURITIBA";1829225
"410700 CURIUVA";13802
"410710 DIAMANTE DO NORTE";5164
"410712 DIAMANTE DO SUL";3170
"410715 DIAMANTE D'OESTE";4557
"410720 DOIS VIZINHOS";47014
"410725 DOURADINA";9525
"410730 DOUTOR CAMARGO";6484
"410740 ENEAS MARQUES";6070
"410750 ENGENHEIRO BELTRAO";12431
"410752 ESPERANCA NOVA";1858
"410753 ENTRE RIOS DO OESTE";4729
"410754 ESPIGAO ALTO DO IGUACU";4881
"410755 FAROL";3023
"410760 FAXINAL";16618
"410765 FAZENDA RIO GRANDE";161506
"410770 FENIX";4512
"410773 FERNANDES PINHEIRO";6387
"410775 FIGUEIRA";8144
"410780 FLORAI";4825
"410785 FLOR DA SERRA DO SUL";4367
"410790 FLORESTA";11226
"410800 FLORESTOPOLIS";11639
"410810 FLORIDA";2704
"410820 FORMOSA DO OESTE";7756
"410830 FOZ DO IGUACU";295500
"410832 FRANCISCO ALVES";8464
"410840 FRANCISCO BELTRAO";101302
"410845 FOZ DO JORDAO";4925
"410850 GENERAL CARNEIRO";10861
"410855 GODOY MOREIRA";2970
"410860 GOIOERE";28970
"410865 GOIOXIM";6531
"410870 GRANDES RIOS";5586
"410880 GUAIRA";32966
"410890 GUAIRACA";6733
"410895 GUAMIRANGA";7961
"410900 GUAPIRAMA";4792
"410910 GUAPOREMA";2217
"410920 GUARACI";4762
"410930 GUARANIACU";13814
"410940 GUARAPUAVA";188710
"410950 GUARAQUECABA";7474
"410960 GUARATUBA";44323
"410965 HONORIO SERPA";4872
"410970 IBAITI";29440
"410975 IBEMA";6327
"410980 IBIPORA";53054
"410990 ICARAIMA";9139
"411000 IGUARACU";5599
"411005 IGUATU";2162
"411007 IMBAU";14815
"411010 IMBITUVA";30757
"411020 INACIO MARTINS";9633
"411030 INAJA";2510
"411040 INDIANOPOLIS";4531
"411050 IPIRANGA";14338
"411060 IPORA";16062
"411065 IRACEMA DO OESTE";2344
"411070 IRATI";60796
"411080 IRETAMA";10843
"411090 ITAGUAJE";4532
"411095 ITAIPULANDIA";11984
"411100 ITAMBARACA";5874
"411110 ITAMBE";6215
"411120 ITAPEJARA D'OESTE";12766
"411125 ITAPERUCU";32890
